,Popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,Code
2887,35,0.641,0.646,8,-5.987,1,0.0231,0.0166,0.662,0.127,0.313,94.007,329511,4,2
2888,39,0.765,0.408,4,-13.079,1,0.167,0.0984,0.0,0.141,0.891,136.713,174467,4,2
2889,36,0.766,0.458,4,-7.679,0,0.127,0.445,0.000146,0.072,0.496,120.612,229627,4,2
2890,8,0.69,0.442,11,-8.788,0,0.0304,0.0849,0.0144,0.123,0.32,140.003,221594,4,2
2891,7,0.791,0.673,11,-5.682,1,0.115,0.375,0.0,0.0977,0.921,90.268,318760,4,2
2892,32,0.524,0.73,5,-4.479,0,0.0767,0.624,0.000117,0.389,0.654,109.533,157693,4,2
2893,15,0.874,0.649,0,-6.352,0,0.0331,0.326,0.0028,0.0884,0.968,108.009,321080,4,2
2894,40,0.859,0.244,5,-13.397,1,0.0562,0.765,0.0,0.126,0.875,121.962,195467,4,2
2895,21,0.691,0.822,0,-5.665,1,0.041,0.678,8.26e-06,0.136,0.859,109.861,223560,4,2
2896,32,0.683,0.507,1,-14.429,0,0.0726,0.517,0.0,0.151,0.904,120.63,159920,4,2
2897,53,0.294,0.611,2,-6.268,1,0.0348,0.0226,0.435,0.114,0.567,178.191,166400,3,2
2898,35,0.478,0.534,5,-9.985,1,0.0386,0.485,0.00425,0.188,0.673,100.317,181707,4,2
2899,37,0.505,0.908,5,-4.717,0,0.0561,3.71e-05,0.0092,0.207,0.494,123.928,204733,4,2
2900,34,0.561,0.398,9,-12.848,1,0.0607,0.686,0.0025,0.135,0.363,171.834,311667,4,2
2901,37,0.489,0.889,9,-6.916,1,0.0382,0.0151,0.247,0.866,0.703,120.183,421219,4,2
2902,44,0.728,0.054,11,-22.557,0,0.038,0.91,0.048,0.12,0.425,78.033,338333,4,2
2903,46,0.485,0.248,4,-10.566,1,0.0292,0.837,1.52e-05,0.0935,0.188,111.662,247547,3,2
2904,28,0.314,0.756,8,-9.607,1,0.0646,0.00175,0.0219,0.114,0.656,124.689,324441,4,2
2905,28,0.589,0.116,0,-17.218,1,0.0463,0.994,0.0419,0.122,0.577,97.815,180976,3,2
2906,32,0.554,0.247,8,-15.957,1,0.0385,0.818,8.38e-06,0.0795,0.466,107.45,125373,4,2
2907,5,0.677,0.72,5,-10.376,1,0.0957,0.224,0.00978,0.961,0.85,95.808,303933,4,2
2908,37,0.769,0.716,7,-6.782,1,0.0364,0.169,0.00158,0.349,0.943,128.724,255107,4,2
2909,37,0.326,0.545,9,-8.82,1,0.032,0.724,0.735,0.15,0.902,173.29,330400,3,2
2910,49,0.599,0.444,5,-8.648,0,0.044,0.82,0.000474,0.122,0.508,142.81,369387,4,2
2911,24,0.567,0.765,10,-6.625,1,0.0517,0.282,3.82e-05,0.22,0.768,147.923,187187,4,2
2912,33,0.448,0.605,7,-9.105,1,0.054,0.084,0.00656,0.1,0.52,129.345,295213,4,2
2913,37,0.558,0.057,1,-24.249,1,0.0535,0.909,0.582,0.0929,0.289,78.852,276133,4,2
2914,20,0.434,0.771,0,-10.047,1,0.0686,0.142,0.0,0.347,0.733,115.364,153600,4,2
2915,21,0.622,0.318,10,-13.1,0,0.0762,0.341,0.0,0.0999,0.855,125.856,147440,4,2
2916,36,0.719,0.665,4,-7.679,0,0.0278,0.118,0.000875,0.276,0.658,104.99,201065,4,2
2917,50,0.73,0.235,0,-15.276,1,0.0355,0.527,0.0112,0.0663,0.624,87.226,247373,4,2
2918,40,0.715,0.341,0,-11.612,1,0.0439,0.371,0.0,0.123,0.889,94.602,169493,4,2
2919,20,0.462,0.568,9,-7.341,1,0.0445,0.419,0.000325,0.12,0.454,183.556,237173,3,2
2920,53,0.294,0.736,7,-7.961,0,0.151,0.282,0.0418,0.102,0.753,208.576,314880,3,2
2921,56,0.543,0.696,7,-4.572,1,0.0426,0.601,0.215,0.384,0.849,92.15,253747,4,2
2922,54,0.789,0.38,1,-10.662,1,0.0362,0.358,0.0207,0.0928,0.702,92.028,158855,4,2
2923,39,0.509,0.858,10,-5.196,0,0.044,0.0132,3.97e-05,0.129,0.894,117.454,287200,4,2
2924,24,0.629,0.466,11,-9.969,1,0.0397,0.446,0.00995,0.258,0.91,124.88,191880,4,2
2925,12,0.853,0.721,8,-7.227,1,0.26,0.261,0.0,0.0867,0.623,120.059,205600,4,2
2926,55,0.679,0.608,7,-8.334,1,0.034,0.434,1.33e-05,0.0942,0.735,111.803,246573,4,2
2927,43,0.555,0.694,9,-8.453,0,0.0426,0.101,0.0,0.123,0.602,127.423,482278,4,2
2928,47,0.394,0.0406,9,-23.179,1,0.044,0.968,0.0453,0.0976,0.2,116.117,198560,1,2
2929,31,0.596,0.932,5,-4.331,0,0.034,0.000943,0.0178,0.229,0.839,93.057,142063,4,2
2930,24,0.723,0.341,0,-9.546,0,0.0547,0.519,0.000753,0.0611,0.737,143.884,235339,4,2
2931,7,0.688,0.226,8,-13.052,1,0.114,0.974,0.867,0.158,0.638,76.927,181107,4,2
2932,39,0.287,0.692,8,-6.157,1,0.0495,0.0374,0.244,0.107,0.713,68.708,235815,4,2
2933,37,0.357,0.408,7,-13.557,1,0.0407,0.000582,0.833,0.328,0.562,175.188,305053,3,2
2934,43,0.585,0.741,4,-6.954,0,0.0326,0.00381,8.96e-06,0.3,0.676,124.678,222653,4,2
2935,37,0.486,0.586,2,-7.493,0,0.0396,0.0186,0.019,0.0496,0.321,177.802,313253,4,2
2936,50,0.648,0.544,1,-8.963,1,0.179,0.343,2.93e-06,0.087,0.619,153.063,182827,4,2
2937,34,0.477,0.67,1,-6.162,1,0.0292,0.000183,0.777,0.135,0.323,106.105,244845,4,2
2938,35,0.375,0.531,9,-7.274,1,0.0328,0.962,0.0114,0.657,0.715,81.189,167493,4,2
2939,48,0.731,0.892,9,-4.812,1,0.0621,0.128,0.0196,0.666,0.897,112.981,243450,4,2
2940,38,0.663,0.265,2,-10.765,1,0.071,0.887,0.894,0.112,0.301,77.081,141360,4,2
2941,35,0.613,0.279,1,-13.187,1,0.0432,0.757,0.0,0.0874,0.955,165.259,146000,4,2
2942,26,0.727,0.292,2,-13.609,1,0.0408,0.906,0.000255,0.104,0.694,83.543,187638,4,2
2943,33,0.759,0.573,6,-5.924,1,0.0276,0.383,6.13e-06,0.116,0.864,117.551,197640,4,2
2944,40,0.837,0.165,2,-10.946,1,0.0584,0.419,2.92e-06,0.111,0.446,113.221,251093,4,2
2945,49,0.638,0.738,9,-9.563,1,0.0271,0.0315,0.000634,0.211,0.816,104.098,304600,3,2
2946,33,0.534,0.52,0,-10.743,1,0.0366,0.145,0.000466,0.368,0.816,116.855,167227,3,2
2947,45,0.546,0.256,3,-12.471,1,0.0304,0.882,0.589,0.108,0.209,99.828,180078,4,2
2948,40,0.555,0.669,9,-7.46,0,0.0311,0.0459,0.000521,0.105,0.691,167.652,202600,4,2
2949,55,0.258,0.978,8,-4.208,1,0.172,0.000519,0.000363,0.218,0.28,132.862,221470,4,2
2950,29,0.508,0.43,2,-13.072,1,0.27,0.806,0.0835,0.222,0.434,186.263,288880,3,2
2951,44,0.395,0.866,7,-7.047,1,0.069,0.113,9.85e-06,0.112,0.835,150.768,237373,4,2
2952,55,0.746,0.713,0,-11.996,1,0.0375,0.118,0.0,0.0684,0.871,118.964,193853,4,2
2953,38,0.668,0.0423,2,-16.374,1,0.369,0.805,0.0,0.433,0.564,129.482,149867,4,2
2954,39,0.523,0.482,1,-6.862,1,0.0447,0.703,0.0,0.179,0.785,146.057,114947,4,2
2955,31,0.31,0.887,2,-7.527,1,0.0856,0.00158,0.261,0.937,0.427,144.667,922506,4,2
2956,7,0.506,0.659,4,-15.467,1,0.0455,0.423,0.708,0.307,0.825,158.816,159133,4,2
2957,34,0.528,0.563,2,-6.975,1,0.041,0.706,0.0155,0.149,0.652,168.403,254467,3,2
2958,35,0.341,0.473,9,-7.097,1,0.0339,0.389,3.83e-05,0.273,0.2,132.764,301304,4,2
2959,11,0.618,0.928,0,-4.085,0,0.0642,0.184,0.00227,0.162,0.867,135.368,286920,4,2
2960,41,0.831,0.104,10,-14.655,1,0.053,0.924,0.0,0.109,0.572,106.428,225640,4,2
2961,53,0.336,0.909,4,-11.019,1,0.039,0.204,0.0211,0.333,0.956,172.162,143227,4,2
2962,46,0.721,0.62,9,-9.775,1,0.0326,0.379,4.31e-05,0.344,0.644,118.696,172827,4,2
2963,47,0.539,0.582,7,-7.414,1,0.0328,0.00818,0.0717,0.15,0.245,95.07,224907,4,2
2964,46,0.49,0.847,10,-2.915,1,0.0298,0.038,0.0,0.107,0.537,83.994,211587,4,2
2965,46,0.636,0.668,0,-6.857,1,0.0568,0.749,0.00121,0.0555,0.666,94.668,189133,4,2
2966,50,0.566,0.657,4,-10.33,1,0.0693,0.751,0.896,0.156,0.643,145.359,164893,4,2
2967,59,0.441,0.455,10,-14.207,1,0.0485,0.62,0.00187,0.135,0.918,160.9,152351,4,2
2968,26,0.477,0.979,2,-2.489,1,0.128,0.331,0.238,0.222,0.517,93.631,154933,4,2
2969,10,0.34,0.807,2,-8.196,1,0.0528,0.657,0.947,0.266,0.858,205.773,154387,4,2
2970,45,0.48,0.303,5,-13.675,1,0.0384,0.812,0.0,0.0889,0.643,98.282,180453,3,2
2971,30,0.451,0.438,4,-7.193,1,0.0421,0.794,4.55e-05,0.0696,0.565,87.646,271120,4,2
2972,38,0.629,0.23,2,-12.813,0,0.0385,0.585,0.000118,0.138,0.539,138.566,334360,4,2
2973,41,0.572,0.522,4,-8.699,0,0.0348,0.582,0.00231,0.156,0.218,125.971,234418,4,2
2974,39,0.665,0.47,2,-8.498,1,0.0376,0.444,0.00879,0.116,0.581,87.97,251528,4,2
2975,54,0.803,0.335,8,-13.331,1,0.0451,0.579,0.0128,0.0849,0.786,132.682,330440,4,2
2976,0,0.545,0.237,8,-13.614,1,0.446,0.839,0.000731,0.736,0.637,200.83,170893,4,2
2977,27,0.548,0.716,1,-5.86,1,0.0445,0.471,2.39e-06,0.264,0.559,119.997,243649,3,2
2978,12,0.855,0.304,0,-13.163,0,0.0657,0.892,0.922,0.0831,0.809,82.57,197960,4,2
2979,5,0.601,0.0793,9,-19.872,1,0.306,0.989,0.00104,0.116,0.802,171.861,154098,4,2
2980,47,0.737,0.929,9,-3.374,0,0.0316,0.0562,0.000334,0.0909,0.807,119.985,215911,4,2
2981,25,0.569,0.761,9,-4.78,0,0.0343,0.0315,0.000694,0.0958,0.694,90.024,209601,4,2
2982,25,0.725,0.497,11,-5.333,0,0.0338,0.653,9.02e-05,0.0817,0.84,131.434,173840,4,2
2983,44,0.596,0.405,2,-10.497,1,0.0313,0.643,0.000289,0.205,0.812,88.593,174568,4,2
2984,49,0.58,0.48,7,-7.682,0,0.0339,0.837,0.00432,0.171,0.48,108.892,563613,4,2
2985,8,0.496,0.646,4,-8.306,0,0.132,0.331,0.00191,0.0579,0.447,175.049,408760,3,2
2986,31,0.612,0.654,5,-9.895,0,0.0354,0.0742,0.647,0.432,0.786,120.406,310480,4,2
2987,29,0.624,0.849,11,-4.261,0,0.0358,0.0862,5.3e-05,0.362,0.717,94.066,271867,4,2
2988,24,0.473,0.913,8,-6.05,1,0.0594,0.02,0.000109,0.487,0.594,94.518,203347,4,2
2989,30,0.696,0.63,7,-8.057,1,0.0287,0.387,1.57e-05,0.352,0.883,96.032,218125,4,2
2990,50,0.779,0.155,5,-21.57,1,0.112,0.856,7.82e-06,0.0974,0.696,103.251,192707,4,2
2991,40,0.484,0.94,4,-4.849,0,0.0787,0.0807,0.00215,0.101,0.811,157.896,197781,4,2
2992,0,0.617,0.265,5,-13.57,1,0.0696,0.82,0.000117,0.103,0.872,165.978,157480,4,2
2993,14,0.658,0.733,10,-8.018,0,0.127,0.44,0.174,0.21,0.687,179.901,154401,4,2
2994,56,0.676,0.334,5,-10.572,1,0.0508,0.862,0.0,0.32,0.867,158.0,162040,4,2
2995,37,0.492,0.574,0,-11.036,1,0.0514,0.436,0.0,0.482,0.777,136.094,170160,4,2
2996,34,0.267,0.738,9,-5.541,1,0.0464,0.0419,1.35e-06,0.0812,0.488,161.09,193067,4,2
2997,39,0.746,0.418,7,-13.563,1,0.0708,0.984,0.0925,0.132,0.736,94.459,149800,4,2
2998,44,0.507,0.328,11,-10.767,0,0.0382,0.484,0.0,0.128,0.299,122.416,299680,4,2
2999,32,0.257,0.669,7,-9.029,1,0.103,0.197,0.0491,0.616,0.393,183.927,497133,3,2
3000,25,0.636,0.941,0,-6.399,1,0.0556,0.272,0.296,0.295,0.613,129.934,210462,4,2
3001,32,0.475,0.89,3,-6.974,0,0.102,0.622,2.29e-06,0.226,0.436,123.519,186173,4,2
3002,55,0.745,0.436,5,-9.617,0,0.043,0.597,0.0213,0.61,0.771,114.216,188200,4,2
3003,59,0.711,0.483,11,-11.211,1,0.0298,0.434,0.012,0.0284,0.884,91.652,169998,4,2
3004,66,0.404,0.924,11,-5.387,0,0.0701,0.00123,0.748,0.442,0.417,93.418,248511,4,2
3005,50,0.779,0.155,5,-21.57,1,0.112,0.856,7.82e-06,0.0974,0.696,103.251,192707,4,2
3006,24,0.424,0.862,7,-4.043,1,0.0998,0.265,0.00172,0.0776,0.675,97.156,186093,3,2
3007,31,0.272,0.546,0,-9.06,1,0.0435,0.218,0.0495,0.247,0.63,184.996,255067,3,2
3008,18,0.705,0.811,11,-5.483,0,0.133,0.27,0.0248,0.0233,0.549,97.938,313813,4,2
3009,41,0.558,0.82,10,-4.377,0,0.0357,0.0146,0.0097,0.136,0.549,121.448,268733,3,2
3010,46,0.383,0.511,2,-7.143,0,0.0369,0.168,0.0061,0.256,0.294,121.049,469445,4,2
3011,31,0.609,0.394,5,-12.993,1,0.0453,0.219,1.8e-05,0.128,0.567,108.515,385453,3,2
3012,35,0.654,0.159,5,-15.9,1,0.0698,0.979,0.00706,0.0911,0.322,129.481,169600,4,2
3013,52,0.629,0.278,8,-12.229,1,0.0329,0.662,0.000229,0.106,0.503,128.453,586493,4,2
3014,41,0.345,0.307,9,-13.97,1,0.031,0.834,0.000239,0.101,0.483,176.666,287947,4,2
3015,36,0.665,0.313,4,-15.188,0,0.0526,0.917,0.0118,0.359,0.531,138.415,172493,4,2
3016,59,0.441,0.455,10,-14.207,1,0.0485,0.62,0.00187,0.135,0.918,160.9,152351,4,2
3017,36,0.622,0.417,4,-11.793,1,0.299,0.42,0.0121,0.0785,0.597,158.103,158053,4,2
3018,52,0.738,0.507,9,-6.991,0,0.0272,0.229,0.00151,0.0724,0.7,80.015,237244,4,2
3019,8,0.749,0.785,5,-6.989,1,0.0453,0.155,8.16e-05,0.126,0.902,115.897,389373,4,2
3020,36,0.715,0.92,2,-4.189,1,0.0849,0.0929,0.0,0.296,0.798,100.61,235453,4,2
3021,30,0.466,0.673,10,-6.373,1,0.106,0.305,3.18e-06,0.322,0.82,202.836,169561,4,2
3022,37,0.85,0.212,7,-16.888,1,0.0948,0.987,0.0298,0.114,0.781,121.146,178730,4,2
3023,8,0.834,0.653,0,-7.974,1,0.106,0.0943,3.37e-05,0.139,0.704,98.103,332827,4,2
3024,12,0.68,0.393,7,-13.531,0,0.0321,0.153,0.00362,0.101,0.368,86.396,304520,4,2
3025,13,0.407,0.723,0,-4.074,1,0.0527,0.894,0.000604,0.0891,0.733,68.393,320387,4,2
3026,36,0.515,0.325,9,-13.498,0,0.0305,0.763,0.912,0.122,0.553,68.804,161480,4,2
3027,31,0.233,0.951,10,-4.393,0,0.0843,0.000299,0.579,0.351,0.655,182.737,315178,4,2
3028,9,0.798,0.598,4,-7.823,0,0.0383,0.378,4.16e-05,0.201,0.739,98.774,196493,4,2
3029,32,0.574,0.599,0,-2.6,1,0.0273,0.529,0.000315,0.369,0.716,94.941,186387,4,2
3030,50,0.591,0.42,10,-6.986,1,0.0317,0.0146,0.000121,0.101,0.52,129.918,197783,4,2
3031,21,0.529,0.555,10,-10.687,1,0.0566,0.0265,0.0282,0.676,0.632,109.579,590720,4,2
3032,33,0.322,0.42,6,-13.367,0,0.0321,0.656,0.124,0.0828,0.29,92.978,380973,4,2
3033,26,0.502,0.787,7,-7.767,1,0.0961,0.00964,0.0,0.153,0.801,160.131,124160,4,2
3034,0,0.778,0.281,7,-12.993,1,0.0491,0.874,0.00823,0.106,0.781,99.304,158067,4,2
3035,50,0.84,0.412,1,-14.23,1,0.056,0.0217,0.784,0.041,0.963,122.807,156398,4,2
3036,38,0.282,0.484,2,-6.875,1,0.0352,0.374,5.59e-05,0.125,0.312,177.367,271678,4,2
3037,11,0.718,0.388,5,-11.233,0,0.0541,0.814,1.99e-05,0.327,0.906,99.725,229253,4,2
3038,34,0.63,0.896,4,-4.437,1,0.0309,0.325,0.00152,0.712,0.829,91.077,182620,4,2
3039,20,0.392,0.762,2,-8.896,1,0.0382,0.0123,0.225,0.689,0.309,78.152,509608,4,2
3040,35,0.571,0.562,10,-11.872,1,0.0351,0.652,0.0,0.525,0.947,184.677,240533,4,2
3041,43,0.563,0.871,5,-5.825,1,0.029,0.000197,0.0128,0.0928,0.517,114.894,261627,4,2
3042,47,0.892,0.191,5,-14.977,0,0.0599,0.522,0.761,0.109,0.46,106.55,231107,4,2
3043,24,0.748,0.538,2,-7.715,0,0.0488,0.0172,0.0617,0.11,0.795,130.45,199267,4,2
3044,29,0.549,0.254,11,-16.556,1,0.0438,0.993,0.909,0.12,0.67,109.665,192862,4,2
3045,34,0.216,0.954,0,-5.659,1,0.146,0.000283,0.0161,0.953,0.483,138.647,227253,4,2
3046,26,0.469,0.644,1,-14.204,1,0.0435,0.155,0.129,0.088,0.615,129.54,941773,4,2
3047,39,0.436,0.178,5,-13.36,1,0.0448,0.996,0.912,0.259,0.464,111.858,202240,4,2
3048,26,0.709,0.062,5,-12.207,1,0.048,0.995,0.00341,0.12,0.553,85.854,181173,4,2
3049,16,0.406,0.43,5,-7.702,1,0.0423,0.67,0.00205,0.338,0.417,176.21,548440,3,2
3050,28,0.459,0.664,2,-5.707,1,0.0551,0.00607,0.000386,0.112,0.172,170.04,216788,3,2
3051,31,0.386,0.764,9,-12.772,1,0.0355,0.0016,0.00258,0.295,0.706,171.713,240867,4,2
3052,0,0.706,0.329,5,-11.603,1,0.0676,0.718,0.0194,0.0958,0.625,131.312,270413,4,2
3053,26,0.601,0.079,9,-16.254,1,0.182,0.868,0.0002,0.114,0.315,64.176,363227,4,2
3054,18,0.396,0.702,9,-7.521,1,0.0411,0.000577,0.02,0.26,0.649,147.951,274065,4,2
3055,43,0.617,0.827,10,-8.936,0,0.0348,0.125,0.198,0.085,0.846,101.154,284840,4,2
3056,0,0.631,0.773,0,-9.543,1,0.128,0.364,0.0696,0.152,0.877,134.438,219667,4,2
3057,54,0.62,0.398,2,-15.676,1,0.0303,0.556,6.91e-06,0.273,0.677,106.265,166600,4,2
3058,41,0.733,0.261,2,-14.56,1,0.0496,0.494,0.0412,0.0581,0.622,91.276,143520,4,2
3059,16,0.527,0.657,6,-6.333,0,0.196,0.321,0.000152,0.591,0.556,124.075,337247,4,2
3060,0,0.391,0.397,0,-9.493,1,0.0327,0.773,0.00231,0.097,0.72,180.094,282429,4,2
3061,16,0.522,0.812,0,-5.515,1,0.0624,0.264,0.053,0.151,0.722,160.08,176598,4,2
3062,32,0.31,0.718,8,-3.837,1,0.0706,0.179,1.7e-06,0.336,0.274,185.561,280440,3,2
3063,10,0.62,0.683,7,-12.393,1,0.0548,0.139,0.0,0.0492,0.94,156.16,266427,4,2
3064,35,0.409,0.766,9,-8.028,0,0.0565,0.000144,0.361,0.269,0.783,122.692,235720,4,2
3065,36,0.544,0.271,0,-17.69,1,0.0672,0.767,6.1e-06,0.0728,0.68,113.784,261093,4,2
3066,38,0.579,0.689,3,-7.385,0,0.057,0.201,0.00501,0.117,0.578,101.394,308814,4,2
3067,41,0.581,0.333,0,-14.209,1,0.032,0.944,0.472,0.332,0.488,94.197,206800,3,2
3068,39,0.509,0.858,10,-5.196,0,0.044,0.0132,3.97e-05,0.129,0.894,117.454,287200,4,2
3069,12,0.916,0.537,9,-9.303,0,0.0358,0.241,0.000685,0.0549,0.908,106.951,252907,4,2
3070,39,0.714,0.596,2,-8.288,1,0.0288,0.511,0.00718,0.0593,0.665,141.496,247907,4,2
3071,37,0.379,0.687,0,-10.778,1,0.0645,0.16,0.00622,0.323,0.525,141.878,548827,4,2
3072,44,0.255,0.947,0,-4.14,1,0.071,0.000103,0.0,0.397,0.235,159.905,208974,4,2
3073,35,0.629,0.471,1,-11.197,1,0.0304,0.314,5.91e-06,0.0936,0.814,121.039,236027,4,2
3074,16,0.615,0.51,5,-6.972,1,0.0277,0.397,3.67e-05,0.108,0.376,79.991,242880,4,2
3075,40,0.511,0.276,9,-9.215,1,0.0393,0.746,0.00624,0.0994,0.269,122.265,236813,1,2
3076,17,0.701,0.612,8,-9.65,0,0.0325,0.367,5e-05,0.103,0.26,99.131,314840,3,2
3077,45,0.376,0.509,3,-4.995,0,0.0357,0.489,6.63e-06,0.115,0.259,119.47,210887,4,2
3078,44,0.461,0.695,6,-6.918,1,0.0601,0.162,4.3e-05,0.121,0.771,152.249,231253,4,2
3079,49,0.759,0.852,10,-6.535,0,0.0448,0.774,0.0267,0.0917,0.889,80.619,306533,4,2
3080,25,0.654,0.568,7,-11.979,1,0.0272,0.226,0.00356,0.114,0.762,95.116,219560,4,2
3081,39,0.343,0.901,7,-4.298,1,0.0444,0.00336,8.72e-06,0.258,0.668,174.134,259720,4,2
3082,32,0.655,0.802,11,-5.17,0,0.0439,0.101,1.06e-05,0.0904,0.663,136.82,214050,4,2
3083,35,0.486,0.873,1,-5.996,1,0.132,0.0694,8.72e-05,0.306,0.511,158.559,267467,4,2
3084,42,0.584,0.276,11,-12.256,0,0.0481,0.913,0.000562,0.113,0.398,79.576,187544,4,2
3085,33,0.355,0.541,7,-6.715,0,0.0358,0.262,0.021,0.0929,0.386,179.436,349067,3,2
3086,36,0.56,0.801,0,-5.745,1,0.0557,0.0088,1.36e-06,0.0789,0.566,140.095,192352,4,2
3087,6,0.49,0.72,0,-6.11,1,0.032,0.0251,0.0109,0.1,0.93,167.89,240267,4,2
3088,31,0.177,0.724,7,-9.536,1,0.0487,0.071,0.0718,0.958,0.657,144.803,446207,4,2
3089,35,0.47,0.492,5,-7.204,1,0.0317,0.657,0.0,0.199,0.478,120.311,217920,3,2
3090,38,0.364,0.747,1,-5.743,1,0.0367,0.000166,1.87e-06,0.118,0.0939,151.909,328093,3,2
3091,16,0.527,0.906,8,-4.741,1,0.0557,0.0796,0.00018,0.103,0.686,80.921,263707,4,2
3092,33,0.467,0.648,0,-5.393,1,0.0336,0.519,0.0,0.186,0.503,79.779,176026,4,2
3093,30,0.538,0.707,7,-13.823,1,0.033,0.208,0.37,0.899,0.782,92.698,321973,4,2
3094,50,0.488,0.721,2,-9.141,1,0.0617,0.309,0.0482,0.437,0.786,125.94,259444,4,2
3095,24,0.77,0.676,6,-4.888,0,0.0467,0.301,2.77e-06,0.34,0.733,91.988,248478,4,2
3096,39,0.559,0.644,9,-9.925,1,0.0391,0.191,0.0082,0.124,0.572,87.075,231880,4,2
3097,43,0.633,0.194,8,-14.543,1,0.0729,0.885,0.404,0.111,0.421,143.376,348383,4,2
3098,28,0.593,0.683,11,-10.432,0,0.0361,0.148,3.1e-06,0.296,0.649,116.742,211933,4,2
3099,50,0.785,0.43,4,-9.453,0,0.0653,0.316,0.00159,0.0829,0.491,85.99,247478,4,2
3100,37,0.536,0.969,6,-2.62,0,0.0915,0.43,1.26e-06,0.082,0.805,84.881,239575,4,2
3101,26,0.448,0.896,5,-7.168,0,0.11,0.123,0.00247,0.986,0.691,95.495,252107,4,2
3102,45,0.615,0.416,0,-7.606,0,0.024,0.334,0.011,0.0913,0.284,83.98,251520,3,2
3103,39,0.655,0.508,3,-6.048,1,0.0295,0.273,0.000451,0.0871,0.361,145.043,219253,4,2
3104,17,0.447,0.737,5,-6.185,1,0.0685,0.449,0.00029,0.157,0.762,128.733,228560,3,2
3105,28,0.486,0.75,11,-6.235,0,0.0492,0.0217,5.19e-05,0.361,0.872,202.334,203653,4,2
3106,63,0.692,0.493,9,-9.662,0,0.0325,0.0934,0.00166,0.128,0.28,86.644,301133,4,2
3107,0,0.49,0.511,9,-9.636,0,0.0316,0.183,0.00648,0.172,0.676,125.052,263400,3,2
3108,32,0.518,0.449,7,-11.318,1,0.0376,0.118,0.0295,0.216,0.394,119.947,230000,4,2
3109,24,0.233,0.931,2,-7.206,1,0.132,0.0015,0.00273,0.983,0.608,137.834,235173,4,2
3110,41,0.555,0.178,4,-11.771,0,0.0386,0.805,0.0,0.131,0.161,115.737,261493,4,2
3111,13,0.528,0.398,11,-8.821,0,0.0301,0.748,9.2e-06,0.0898,0.451,154.017,172720,4,2
3112,41,0.525,0.807,2,-4.978,1,0.0307,0.0134,0.0262,0.191,0.654,138.003,259400,4,2
3113,26,0.534,0.867,0,-5.43,1,0.155,0.291,0.149,0.0909,0.489,170.215,177547,4,2
3114,34,0.589,0.479,5,-7.202,0,0.0291,0.013,0.000767,0.117,0.561,132.026,236987,4,2
3115,42,0.637,0.948,7,-6.362,1,0.119,0.0228,0.782,0.42,0.282,120.049,155987,4,2
3116,30,0.61,0.221,6,-13.947,0,0.0518,0.977,0.224,0.114,0.617,98.818,191133,4,2
3117,31,0.571,0.0612,8,-11.701,1,0.0501,0.894,1.4e-06,0.112,0.377,170.27,243440,3,2
3118,26,0.756,0.493,2,-12.368,0,0.0964,0.42,7.46e-05,0.205,0.764,113.671,170133,4,2
3119,20,0.618,0.83,6,-10.65,0,0.0328,0.00188,0.759,0.704,0.516,107.233,360733,4,2
3120,17,0.464,0.528,2,-8.528,1,0.0347,0.00119,0.000363,0.117,0.518,186.71,313627,3,2
3121,35,0.782,0.846,2,-5.69,1,0.0284,0.00415,0.00153,0.0603,0.892,106.997,202160,4,2
3122,41,0.374,0.849,5,-6.812,0,0.0437,0.0231,0.267,0.335,0.644,177.768,292354,4,2
3123,29,0.586,0.816,0,-8.036,1,0.0886,0.293,0.000811,0.0726,0.701,97.538,298933,4,2
3124,44,0.411,0.91,2,-4.867,1,0.0392,0.000243,0.00082,0.0931,0.613,106.675,230027,4,2
3125,41,0.724,0.876,11,-5.854,0,0.0873,0.16,0.00278,0.116,0.812,92.169,234133,4,2
3126,52,0.635,0.454,0,-9.457,0,0.0393,0.417,4.02e-05,0.0816,0.531,79.097,280080,4,2
3127,33,0.683,0.684,9,-7.296,1,0.0515,0.257,0.000341,0.135,0.854,110.426,279640,4,2
3128,19,0.715,0.544,2,-7.659,1,0.0377,0.484,0.0,0.0731,0.87,116.308,133133,4,2
3129,25,0.633,0.469,4,-6.082,1,0.11,0.479,0.0,0.118,0.665,77.589,209120,4,2
3130,31,0.602,0.324,4,-7.498,1,0.0479,0.57,0.0,0.108,0.261,124.136,319458,3,2
3131,40,0.215,0.832,11,-6.76,0,0.0504,0.000958,0.272,0.519,0.668,78.063,367185,4,2
3132,31,0.398,0.494,10,-8.487,1,0.0469,0.993,0.792,0.211,0.582,140.235,222889,1,2
3133,33,0.509,0.53,8,-15.929,0,0.0389,0.14,0.00456,0.321,0.969,123.037,219067,4,2
3134,19,0.476,0.446,3,-11.774,1,0.0598,0.566,0.00012,0.83,0.625,96.507,211840,3,2
3135,27,0.703,0.606,9,-9.871,1,0.0303,0.0392,0.0322,0.139,0.567,90.065,214818,4,2
3136,30,0.143,0.912,7,-6.754,1,0.0823,0.00733,0.000667,0.727,0.415,172.514,260133,4,2
3137,12,0.649,0.506,2,-7.671,1,0.0388,0.64,2.1e-06,0.108,0.626,134.509,206467,4,2
